,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,0,0.098,,,,,,,
,0,0.103,,,,,,,
,0,0.112,,,,,,,
,0,0.127,,,,,,,
,0,0.142,,,,,,,
,0,0.156,,,,,,,
,0,0.171,,,,,,,
,0,0.181,,,,,,,
,0,0.191,,,,,,,
,0,0.2,,,,,,,
,0,0.21,,,,,,,
,0,0.22,,,,,,,
,0,0.225,,,,,,,
,0,0.235,,,,,,,
,0,0.239,,,,,,,
,0,0.215,,,,,,,
,0,0.244,,,,,,,
,0.044,0.239,,,,,,,
,0.083,0.254,,,,,,,
,0.132,0.254,,,,,,,"0.000,0.098"
,0.171,0.259,,,,,,,"0.000,0.103"
,0.205,0.259,,,,,,,"0.000,0.112"
,0.244,0.269,,,,,,,"0.000,0.127"
,0.283,0.259,,,,,,,"0.000,0.142"
,0.327,0.264,,,,,,,"0.000,0.156"
,0.362,0.274,,,,,,,"0.000,0.171"
,0.396,0.264,,,,,,,"0.000,0.181"
,0.435,0.269,,,,,,,"0.000,0.191"
,0.474,0.264,,,,,,,"0.000,0.200"
,0.513,0.259,,,,,,,"0.000,0.210"
,0.543,0.259,,,,,,,"0.000,0.220"
,0.572,0.254,,,,,,,"0.000,0.225"
,0.611,0.254,,,,,,,"0.000,0.235"
,0.645,0.249,,,,,,,"0.000,0.239"
,0.679,0.244,,,,,,,"0.000,0.215"
,0.709,0.239,,,,,,,"0.000,0.244"
,0.738,0.235,,,,,,,"0.044,0.239"
,0.767,0.274,,,,,,,"0.083,0.254"
,0.792,0.225,,,,,,,"0.132,0.254"
,0.821,0.225,,,,,,,"0.171,0.259"
,0.846,0.22,,,,,,,"0.205,0.259"
,0.875,0.215,,,,,,,"0.244,0.269"
,0.894,0.2,,,,,,,"0.283,0.259"
,0.914,0.191,,,,,,,"0.327,0.264"
,0.934,0.176,,,,,,,"0.362,0.274"
,0.958,0.181,,,,,,,"0.396,0.264"
,0.973,0.166,,,,,,,"0.435,0.269"
,0.987,0.166,,,,,,,"0.474,0.264"
,1.007,0.147,,,,,,,"0.513,0.259"
,1.017,0.147,,,,,,,"0.543,0.259"
,1.031,0.142,,,,,,,"0.572,0.254"
,1.036,0.132,,,,,,,"0.611,0.254"
,1.046,0.122,,,,,,,"0.645,0.249"
,1.056,0.112,,,,,,,"0.679,0.244"
,1.056,0.108,,,,,,,"0.709,0.239"
,1.065,0.098,,,,,,,"0.738,0.235"
,1.07,0.088,,,,,,,"0.767,0.274"
,1.07,0.078,,,,,,,"0.792,0.225"
,1.07,0.064,,,,,,,"0.821,0.225"
,1.065,0.059,,,,,,,"0.846,0.220"
,1.056,0.049,,,,,,,"0.875,0.215"
,1.061,0.039,,,,,,,"0.894,0.200"
,1.051,0.029,,,,,,,"0.914,0.191"
,1.046,0.015,,,,,,,"0.934,0.176"
,1.041,0,,,,,,,"0.958,0.181"
,1.026,0,,,,,,,"0.973,0.166"
,1.012,0,,,,,,,"0.987,0.166"
,1.007,0,,,,,,,"1.007,0.147"
,0.987,0,,,,,,,"1.017,0.147"
,0.968,0,,,,,,,"1.031,0.142"
,0.953,0,,,,,,,"1.036,0.132"
,0.929,0,,,,,,,"1.046,0.122"
,0.914,0,,,,,,,"1.056,0.112"
,0.89,0,,,,,,,"1.056,0.108"
,0.865,0,,,,,,,"1.065,0.098"
,0.836,0,,,,,,,"1.070,0.088"
,0.816,0,,,,,,,"1.070,0.078"
,0.782,0,,,,,,,"1.070,0.064"
,0.762,0,,,,,,,"1.065,0.059"
,0.728,0,,,,,,,"1.056,0.049"
,0.714,0,,,,,,,"1.061,0.039"
,0.67,0,,,,,,,"1.051,0.029"
,0.64,0,,,,,,,"1.046,0.015"
,0.606,0,,,,,,,"1.041,0.000"
,0.582,0,,,,,,,"1.026,0.000"
,0.538,0,,,,,,,"1.012,0.000"
,0.503,0,,,,,,,"1.007,0.000"
,0.469,0,,,,,,,"0.987,0.000"
,0.425,0,,,,,,,"0.968,0.000"
,0.391,0,,,,,,,"0.953,0.000"
,0.342,0,,,,,,,"0.929,0.000"
,0.313,0,,,,,,,"0.914,0.000"
,0.254,0,,,,,,,"0.890,0.000"
,0.235,0,,,,,,,"0.865,0.000"
,0.2,0,,,,,,,"0.836,0.000"
,0.166,0,,,,,,,"0.816,0.000"
,0.117,0,,,,,,,"0.782,0.000"
,0.073,0,,,,,,,"0.762,0.000"
,0.034,0,,,,,,,"0.728,0.000"
,0.01,0,,,,,,,"0.714,0.000"
,0,0,,,,,,,"0.670,0.000"
,0,0,,,,,,,"0.640,0.000"
,0,0,,,,,,,"0.606,0.000"
,0,0,,,,,,,"0.582,0.000"
,0,0,,,,,,,"0.538,0.000"
,0,0,,,,,,,"0.503,0.000"
,0,0,,,,,,,"0.469,0.000"
,0,0,,,,,,,"0.425,0.000"
,0,0,,,,,,,"0.391,0.000"
,0,0,,,,,,,"0.342,0.000"
,0,0,,,,,,,"0.313,0.000"
,0,0,,,,,,,"0.254,0.000"
,0,0,,,,,,,"0.235,0.000"
,0,0,,,,,,,"0.200,0.000"
,0,0,,,,,,,"0.166,0.000"
,0,0,,,,,,,"0.117,0.000"
,0,0,,,,,,,"0.073,0.000"
,0,0,,,,,,,"0.034,0.000"
,0,0,,,,,,,"0.010,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0.005,,,,,,,"0.000,0.000"
,0,0.01,,,,,,,"0.000,0.000"
,0,0.01,,,,,,,"0.000,0.000"
,0,0.015,,,,,,,"0.000,0.000"
,0,0.015,,,,,,,"0.000,0.000"
,0,0.02,,,,,,,"0.000,0.000"
,0,0.024,,,,,,,"0.000,0.000"
,0,0.029,,,,,,,"0.000,0.000"
,0,0.034,,,,,,,"0.000,0.000"
,0,0.034,,,,,,,"0.000,0.000"
,0,0.044,,,,,,,"0.000,0.000"
,0,0.049,,,,,,,"0.000,0.000"
,0,0.059,,,,,,,"0.000,0.000"
,0,0.064,,,,,,,"0.000,0.000"
,0,0.073,,,,,,,"0.000,0.000"
,0,0.083,,,,,,,"0.000,0.000"
,0,0.078,,,,,,,"0.000,0.000"
,0,0.098,,,,,,,"0.000,0.000"
,0,0.117,,,,,,,"0.000,0.000"
,0,0.122,,,,,,,"0.000,0.005"
,0,0.142,,,,,,,"0.000,0.010"
,0,0.156,,,,,,,"0.000,0.010"
,0,0.166,,,,,,,"0.000,0.015"
,0,0.196,,,,,,,"0.000,0.015"
,0,0.191,,,,,,,"0.000,0.020"
,0,0.2,,,,,,,"0.000,0.024"
,0,0.21,,,,,,,"0.000,0.029"
,0,0.22,,,,,,,"0.000,0.034"
,0,0.244,,,,,,,"0.000,0.034"
,0,0.23,,,,,,,"0.000,0.044"
,0,0.239,,,,,,,"0.000,0.049"
,0,0.244,,,,,,,"0.000,0.059"
,0,0.244,,,,,,,"0.000,0.064"
,0.034,0.249,,,,,,,"0.000,0.073"
,0.078,0.254,,,,,,,"0.000,0.083"
,0.122,0.279,,,,,,,"0.000,0.078"
,0.156,0.264,,,,,,,"0.000,0.098"
,0.196,0.264,,,,,,,"0.000,0.117"
,0.239,0.264,,,,,,,"0.000,0.122"
,0.274,0.264,,,,,,,"0.000,0.142"
,0.318,0.254,,,,,,,"0.000,0.156"
,0.352,0.264,,,,,,,"0.000,0.166"
,0.391,0.264,,,,,,,"0.000,0.196"
,0.425,0.264,,,,,,,"0.000,0.191"
,0.469,0.259,,,,,,,"0.000,0.200"
,0.503,0.259,,,,,,,"0.000,0.210"
,0.538,0.259,,,,,,,"0.000,0.220"
,0.572,0.249,,,,,,,"0.000,0.244"
,0.606,0.254,,,,,,,"0.000,0.230"
,0.65,0.254,,,,,,,"0.000,0.239"
,0.67,0.239,,,,,,,"0.000,0.244"
,0.704,0.244,,,,,,,"0.000,0.244"
,0.728,0.239,,,,,,,"0.034,0.249"
,0.753,0.235,,,,,,,"0.078,0.254"
,0.792,0.225,,,,,,,"0.122,0.279"
,0.816,0.225,,,,,,,"0.156,0.264"
,0.846,0.215,,,,,,,"0.196,0.264"
,0.865,0.205,,,,,,,"0.239,0.264"
,0.89,0.205,,,,,,,"0.274,0.264"
,0.909,0.196,,,,,,,"0.318,0.254"
,0.934,0.196,,,,,,,"0.352,0.264"
,0.948,0.186,,,,,,,"0.391,0.264"
,0.973,0.181,,,,,,,"0.425,0.264"
,0.982,0.171,,,,,,,"0.469,0.259"
,1.002,0.161,,,,,,,"0.503,0.259"
,1.007,0.152,,,,,,,"0.538,0.259"
,1.026,0.142,,,,,,,"0.572,0.249"
,1.036,0.137,,,,,,,"0.606,0.254"
,1.046,0.127,,,,,,,"0.650,0.254"
,1.056,0.122,,,,,,,"0.670,0.239"
,1.061,0.103,,,,,,,"0.704,0.244"
,1.065,0.098,,,,,,,"0.728,0.239"
,1.065,0.088,,,,,,,"0.753,0.235"
,1.07,0.088,,,,,,,"0.792,0.225"
,1.07,0.068,,,,,,,"0.816,0.225"
,1.07,0.054,,,,,,,"0.846,0.215"
,1.065,0.049,,,,,,,"0.865,0.205"
,1.061,0.039,,,,,,,"0.890,0.205"
,1.056,0.029,,,,,,,"0.909,0.196"
,1.051,0.02,,,,,,,"0.934,0.196"
,1.041,0.01,,,,,,,"0.948,0.186"
,1.031,0,,,,,,,"0.973,0.181"
,1.022,0,,,,,,,"0.982,0.171"
,1.002,0,,,,,,,"1.002,0.161"
,0.987,0,,,,,,,"1.007,0.152"
,0.987,0,,,,,,,"1.026,0.142"
,0.958,0,,,,,,,"1.036,0.137"
,0.934,0,,,,,,,"1.046,0.127"
,0.914,0,,,,,,,"1.056,0.122"
,0.894,0,,,,,,,"1.061,0.103"
,0.875,0,,,,,,,"1.065,0.098"
,0.85,0,,,,,,,"1.065,0.088"
,0.821,0,,,,,,,"1.070,0.088"
,0.792,0,,,,,,,"1.070,0.068"
,0.762,0,,,,,,,"1.070,0.054"
,0.738,0,,,,,,,"1.065,0.049"
,0.709,0,,,,,,,"1.061,0.039"
,0.679,0,,,,,,,"1.056,0.029"
,0.645,0,,,,,,,"1.051,0.020"
,0.611,0,,,,,,,"1.041,0.010"
,0.582,0,,,,,,,"1.031,0.000"
,0.543,0,,,,,,,"1.022,0.000"
,0.508,0,,,,,,,"1.002,0.000"
,0.469,0,,,,,,,"0.987,0.000"
,0.435,0,,,,,,,"0.987,0.000"
,0.396,0,,,,,,,"0.958,0.000"
,0.357,0,,,,,,,"0.934,0.000"
,0.313,0,,,,,,,"0.914,0.000"
,0.283,0,,,,,,,"0.894,0.000"
,0.23,0,,,,,,,"0.875,0.000"
,0.2,0,,,,,,,"0.850,0.000"
,0.166,0,,,,,,,"0.821,0.000"
,0.103,0,,,,,,,"0.792,0.000"
,0.083,0,,,,,,,"0.762,0.000"
,0.044,0,,,,,,,"0.738,0.000"
,0,0,,,,,,,"0.709,0.000"
,0,0,,,,,,,"0.679,0.000"
,0,0,,,,,,,"0.645,0.000"
,0,0,,,,,,,"0.611,0.000"
,0,0,,,,,,,"0.582,0.000"
,0,0,,,,,,,"0.543,0.000"
,0,0,,,,,,,"0.508,0.000"
,0,0,,,,,,,"0.469,0.000"
,0,0,,,,,,,"0.435,0.000"
,0,0,,,,,,,"0.396,0.000"
,0,0,,,,,,,"0.357,0.000"
,0,0,,,,,,,"0.313,0.000"
,0,0,,,,,,,"0.283,0.000"
,0,0,,,,,,,"0.230,0.000"
,0,0,,,,,,,"0.200,0.000"
,0,0,,,,,,,"0.166,0.000"
,0,0,,,,,,,"0.103,0.000"
,0,0,,,,,,,"0.083,0.000"
,0,0,,,,,,,"0.044,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0,,,,,,,"0.000,0.000"
,0,0.005,,,,,,,"0.000,0.000"
,0,0.01,,,,,,,"0.000,0.000"
,0,0.01,,,,,,,"0.000,0.000"
,0,0.015,,,,,,,"0.000,0.000"
,0,0.02,,,,,,,"0.000,0.000"
,0,0.024,,,,,,,"0.000,0.000"
,0,0.024,,,,,,,"0.000,0.000"
,0,0.029,,,,,,,"0.000,0.000"
,0,0.039,,,,,,,"0.000,0.000"
,0,0.044,,,,,,,"0.000,0.000"
,0,0.049,,,,,,,"0.000,0.000"
,0,0.054,,,,,,,"0.000,0.000"
,0,0.059,,,,,,,"0.000,0.000"
,0,0.068,,,,,,,"0.000,0.000"
,0,0.078,,,,,,,"0.000,0.000"
,0,0.088,,,,,,,"0.000,0.000"
,0,0.098,,,,,,,"0.000,0.000"
,0,0.108,,,,,,,"0.000,0.000"
,0,0.108,,,,,,,"0.000,0.000"
,0,0.137,,,,,,,"0.000,0.005"
,0,0.152,,,,,,,"0.000,0.010"
,0,0.166,,,,,,,"0.000,0.010"
,0,0.181,,,,,,,"0.000,0.015"
,0,0.186,,,,,,,"0.000,0.020"
,0,0.2,,,,,,,"0.000,0.024"
,0,0.21,,,,,,,"0.000,0.024"
,0,0.215,,,,,,,"0.000,0.029"
,0,0.225,,,,,,,"0.000,0.039"
,0,0.166,,,,,,,"0.000,0.044"
,0,0.235,,,,,,,"0.000,0.049"
,0,0.239,,,,,,,"0.000,0.054"
,0,0.249,,,,,,,"0.000,0.059"
,0.029,0.249,,,,,,,"0.000,0.068"
,0.059,0.254,,,,,,,"0.000,0.078"
,0.098,0.259,,,,,,,"0.000,0.088"
,0.152,0.259,,,,,,,"0.000,0.098"
,0.191,0.264,,,,,,,"0.000,0.108"
,0.23,0.264,,,,,,,"0.000,0.108"
,0.279,0.264,,,,,,,"0.000,0.137"
,0.308,0.264,,,,,,,"0.000,0.152"
,0.347,0.264,,,,,,,"0.000,0.166"
,0.381,0.264,,,,,,,"0.000,0.181"
,0.42,0.264,,,,,,,"0.000,0.186"
,0.455,0.264,,,,,,,"0.000,0.200"
,0.474,0.264,,,,,,,"0.000,0.210"
,0.528,0.264,,,,,,,"0.000,0.215"
,0.562,0.259,,,,,,,"0.000,0.225"
,0.601,0.254,,,,,,,"0.000,0.166"
,0.64,0.249,,,,,,,"0.000,0.235"
